dt,AverageTemperature,City
1942-06-01,28.783,Cairo
1942-06-01,30.349,Mumbai
1942-06-01,24.399,Beijing
1942-06-01,26.258,Tokyo
1942-06-01,24.049,New York
1942-06-01,23.213,Chicago
1942-06-01,23.576,Los Angeles
1942-06-01,10.621,Sydney
1942-06-01,10.263,Buenos Aires
1942-06-01,29.793,Lagos
1942-06-01,21.86,Nairobi
1942-06-01,31.489,Bangkok
1942-06-01,20.441,Toronto
1942-07-01,24.525,Rome
1942-07-01,18.716,Paris
1942-07-01,17.408,London
1942-07-01,17.626,Berlin
1942-07-01,24.451,Madrid
1942-07-01,19.515,Moscow
1942-07-01,23.761,Istanbul
1942-07-01,28.501,Cairo
1942-07-01,29.935,Mumbai
1942-07-01,25.789,Beijing
1942-07-01,26.704,Tokyo
1942-07-01,25.034,New York
1942-07-01,23.359,Chicago
1942-07-01,22.766,Los Angeles
1942-07-01,,Sydney
1942-07-01,10.399,Buenos Aires
1942-07-01,28.891,Lagos
1942-07-01,20.236,Nairobi
1942-07-01,30.948,Bangkok
1942-07-01,23.18,Toronto
1942-08-01,24.266,Rome
1942-08-01,19.995,Paris
1942-08-01,17.972,London
1942-08-01,15.638,Berlin
1942-08-01,23.529,Madrid
1942-08-01,16.935,Moscow
1942-08-01,21.097,Istanbul
1942-08-01,29.1,Cairo
1942-08-01,31.168,Mumbai
1942-08-01,25.549,Beijing
1942-08-01,25.058,Tokyo
1942-08-01,22.858,New York
1942-08-01,22.454,Chicago
1942-08-01,22.358,Los Angeles
1942-08-01,12.814,Sydney
1942-08-01,12.072,Buenos Aires
1942-08-01,28.636,Lagos
1942-08-01,20.658,Nairobi
1942-08-01,30.307,Bangkok
1942-08-01,20.298,Toronto
1942-09-01,21.475,Rome
1942-09-01,16.489,Paris
1942-09-01,15.283,London
1942-09-01,13.32,Berlin
1942-09-01,19.914,Madrid
1942-09-01,11.93,Moscow
1942-09-01,16.813,Istanbul
1942-09-01,25.225,Cairo
1942-09-01,28.973,Mumbai
1942-09-01,20.931,Beijing
1942-09-01,,Tokyo
1942-09-01,19.843,New York
1942-09-01,19.893,Chicago
1942-09-01,21.229,Los Angeles
1942-09-01,15.776,Sydney
1942-09-01,15.367,Buenos Aires
1942-09-01,28.959,Lagos
1942-09-01,21.219,Nairobi
1942-09-01,30.466,Bangkok
1942-09-01,15.071,Toronto
1942-10-01,16.977,Rome
1942-10-01,11.954,Paris
1942-10-01,11.657,London
1942-10-01,10.149,Berlin
1942-10-01,13.777,Madrid
1942-10-01,5.606,Moscow
1942-10-01,,Istanbul
1942-10-01,24.486,Cairo
1942-10-01,26.36,Mumbai
1942-10-01,12.222,Beijing
1942-10-01,15.009,Tokyo
1942-10-01,13.411,New York
1942-10-01,11.514,Chicago
1942-10-01,17.212,Los Angeles
1942-10-01,18.317,Sydney
1942-10-01,16.035,Buenos Aires
1942-10-01,27.285,Lagos
1942-10-01,18.932,Nairobi
1942-10-01,28.853,Bangkok
1942-10-01,7.316,Toronto
1942-11-01,12.002,Rome
1942-11-01,5.375,Paris
1942-11-01,6.518,London
1942-11-01,4.785,Berlin
1942-11-01,10.161,Madrid
1942-11-01,-2.482,Moscow
1942-11-01,9.38,Istanbul
1942-11-01,18.885,Cairo
1942-11-01,25.974,Mumbai
1942-11-01,4.518,Beijing
1942-11-01,11.348,Tokyo
1942-11-01,8.496,New York
1942-11-01,2.631,Chicago
1942-11-01,15.582,Los Angeles
1942-11-01,22.293,Sydney
1942-11-01,20.535,Buenos Aires
1942-11-01,24.114,Lagos
1942-11-01,,Nairobi
1942-11-01,27.242,Bangkok
1942-11-01,1.661,Toronto
1942-12-01,8.112,Rome
1942-12-01,4.605,Paris
1942-12-01,5.34,London
1942-12-01,1.681,Berlin
1942-12-01,6.643,Madrid
1942-12-01,-8.435,Moscow
1942-12-01,7.306,Istanbul
1942-12-01,16.498,Cairo
1942-12-01,25.654,Mumbai
1942-12-01,0.209,Beijing
1942-12-01,5.965,Tokyo
1942-12-01,3.585,New York
1942-12-01,-1.873,Chicago
1942-12-01,14.185,Los Angeles
1942-12-01,23.432,Sydney
1942-12-01,22.664,Buenos Aires
1942-12-01,26.403,Lagos
1942-12-01,17.874,Nairobi
1942-12-01,25.478,Bangkok
1942-12-01,-2.99,Toronto
1943-01-01,5.916,Rome
1943-01-01,3.131,Paris
1943-01-01,4.348,London
1943-01-01,-0.272,Berlin
1943-01-01,6.238,Madrid
1943-01-01,-9.662,Moscow
1943-01-01,5.505,Istanbul
1943-01-01,16.311,Cairo
1943-01-01,24.707,Mumbai
1943-01-01,-1.91,Beijing
1943-01-01,3.969,Tokyo
1943-01-01,2.712,New York
1943-01-01,-4.728,Chicago
1943-01-01,13.152,Los Angeles
1943-01-01,24.195,Sydney
1943-01-01,25.22,Buenos Aires
1943-01-01,24.762,Lagos
1943-01-01,17.575,Nairobi
1943-01-01,25.817,Bangkok
1943-01-01,-6.04,Toronto
1943-02-01,6.264,Rome
1943-02-01,3.564,Paris
1943-02-01,5.125,London
1943-02-01,1.726,Berlin
1943-02-01,6.487,Madrid
1943-02-01,-7.729,Moscow
1943-02-01,6.097,Istanbul
1943-02-01,15.896,Cairo
1943-02-01,24.554,Mumbai
1943-02-01,0.543,Beijing
1943-02-01,6.892,Tokyo
1943-02-01,2.673,New York
1943-02-01,-0.008,Chicago
1943-02-01,13.015,Los Angeles
1943-02-01,24.722,Sydney
1943-02-01,22.93,Buenos Aires
1943-02-01,23.958,Lagos
1943-02-01,15.476,Nairobi
1943-02-01,25.621,Bangkok
1943-02-01,-3.743,Toronto
1943-03-01,11.538,Rome
1943-03-01,6.532,Paris
1943-03-01,,London
1943-03-01,5.285,Berlin
1943-03-01,9.174,Madrid
1943-03-01,-2.436,Moscow
1943-03-01,,Istanbul
1943-03-01,19.519,Cairo
1943-03-01,24.508,Mumbai
1943-03-01,4.238,Beijing
1943-03-01,9.339,Tokyo
1943-03-01,,New York
1943-03-01,4.417,Chicago
1943-03-01,16.646,Los Angeles
1943-03-01,21.991,Sydney
1943-03-01,20.77,Buenos Aires
1943-03-01,26.743,Lagos
1943-03-01,17.071,Nairobi
1943-03-01,28.862,Bangkok
1943-03-01,0.6,Toronto
1943-04-01,16.725,Rome
1943-04-01,12.169,Paris
1943-04-01,10.384,London
1943-04-01,9.588,Berlin
1943-04-01,14.686,Madrid
1943-04-01,5.32,Moscow
1943-04-01,13.511,Istanbul
1943-04-01,22.793,Cairo
1943-04-01,27.227,Mumbai
1943-04-01,12.725,Beijing
1943-04-01,15.634,Tokyo
1943-04-01,12.863,New York
1943-04-01,10.091,Chicago
1943-04-01,17.739,Los Angeles
1943-04-01,18.939,Sydney
1943-04-01,18.118,Buenos Aires
1943-04-01,27.518,Lagos
1943-04-01,19.563,Nairobi
1943-04-01,27.964,Bangkok
1943-04-01,9.159,Toronto
1943-05-01,,Rome
1943-05-01,15.43,Paris
1943-05-01,,London
1943-05-01,,Berlin
1943-05-01,19.456,Madrid
1943-05-01,13.31,Moscow
1943-05-01,18.566,Istanbul
1943-05-01,27.187,Cairo
1943-05-01,28.748,Mumbai
1943-05-01,18.413,Beijing
1943-05-01,20.636,Tokyo
1943-05-01,19.165,New York
1943-05-01,17.207,Chicago
1943-05-01,19.958,Los Angeles
1943-05-01,16.306,Sydney
1943-05-01,13.302,Buenos Aires
1943-05-01,29.714,Lagos
1943-05-01,18.591,Nairobi
1943-05-01,30.125,Bangkok
1943-05-01,16.066,Toronto
1943-06-01,,Rome
1943-06-01,17.478,Paris
1943-06-01,18.357,London
1943-06-01,16.789,Berlin
1943-06-01,23.936,Madrid
1943-06-01,16.679,Moscow
1943-06-01,22.504,Istanbul
1943-06-01,28.094,Cairo
1943-06-01,30.444,Mumbai
1943-06-01,23.406,Beijing
1943-06-01,24.948,Tokyo
1943-06-01,22.636,New York
1943-06-01,23.863,Chicago
1943-06-01,21.183,Los Angeles
1943-06-01,10.967,Sydney
1943-06-01,11.581,Buenos Aires
1943-06-01,29.955,Lagos
1943-06-01,,Nairobi
1943-06-01,30.773,Bangkok
1943-06-01,21.191,Toronto
1943-07-01,25.591,Rome
1943-07-01,19.819,Paris
1943-07-01,16.712,London
1943-07-01,17.838,Berlin
1943-07-01,24.351,Madrid
1943-07-01,20.895,Moscow
1943-07-01,24.1,Istanbul
1943-07-01,30.086,Cairo
1943-07-01,29.284,Mumbai
1943-07-01,27.024,Beijing
1943-07-01,26.675,Tokyo
1943-07-01,25.065,New York
1943-07-01,24.216,Chicago
1943-07-01,23.421,Los Angeles
1943-07-01,10.708,Sydney
1943-07-01,10.232,Buenos Aires
1943-07-01,27.343,Lagos
1943-07-01,21.609,Nairobi
1943-07-01,29.797,Bangkok
1943-07-01,21.789,Toronto
1943-08-01,23.19,Rome
1943-08-01,19.491,Paris
1943-08-01,17.31,London
1943-08-01,18.054,Berlin
1943-08-01,23.939,Madrid
1943-08-01,18.714,Moscow
1943-08-01,22.413,Istanbul
1943-08-01,28.243,Cairo
1943-08-01,30.076,Mumbai
1943-08-01,24.041,Beijing
1943-08-01,24.995,Tokyo
1943-08-01,24.446,New York
1943-08-01,21.487,Chicago
1943-08-01,,Los Angeles
1943-08-01,11.31,Sydney
1943-08-01,11.369,Buenos Aires
1943-08-01,29.773,Lagos
1943-08-01,20.229,Nairobi
1943-08-01,30.947,Bangkok
1943-08-01,20.964,Toronto
1943-09-01,18.668,Rome
1943-09-01,15.03,Paris
1943-09-01,14.632,London
1943-09-01,14.546,Berlin
1943-09-01,17.829,Madrid
1943-09-01,10.894,Moscow
1943-09-01,18.061,Istanbul
1943-09-01,25.083,Cairo
1943-09-01,28.906,Mumbai
1943-09-01,20.702,Beijing
1943-09-01,22.409,Tokyo
1943-09-01,18.804,New York
1943-09-01,17.685,Chicago
1943-09-01,20.872,Los Angeles
1943-09-01,14.074,Sydney
1943-09-01,15.13,Buenos Aires
1943-09-01,29.427,Lagos
1943-09-01,19.983,Nairobi
1943-09-01,30.115,Bangkok
1943-09-01,14.819,Toronto
1943-10-01,16.453,Rome
1943-10-01,10.055,Paris
1943-10-01,11.431,London
1943-10-01,,Berlin
1943-10-01,14.564,Madrid
1943-10-01,4.987,Moscow
1943-10-01,13.605,Istanbul
1943-10-01,22.293,Cairo
1943-10-01,26.032,Mumbai
1943-10-01,12.148,Beijing
1943-10-01,15.654,Tokyo
1943-10-01,13.217,New York
1943-10-01,10.088,Chicago
1943-10-01,18.034,Los Angeles
1943-10-01,17.793,Sydney
1943-10-01,17.569,Buenos Aires
1943-10-01,27.448,Lagos
1943-10-01,19.202,Nairobi
1943-10-01,28.231,Bangkok
1943-10-01,9.289,Toronto
1943-11-01,10.395,Rome
1943-11-01,6.849,Paris
1943-11-01,6.816,London
1943-11-01,5.296,Berlin
1943-11-01,9.369,Madrid
1943-11-01,-2.163,Moscow
1943-11-01,10.368,Istanbul
1943-11-01,19.01,Cairo
1943-11-01,25.352,Mumbai
1943-11-01,5.321,Beijing
1943-11-01,10.47,Tokyo
1943-11-01,6.95,New York
1943-11-01,4.389,Chicago
1943-11-01,15.883,Los Angeles
1943-11-01,21.568,Sydney
1943-11-01,19.481,Buenos Aires
1943-11-01,23.947,Lagos
1943-11-01,18.744,Nairobi
1943-11-01,27.841,Bangkok
1943-11-01,1.978,Toronto
1943-12-01,8.76,Rome
1943-12-01,2.6,Paris
1943-12-01,4.289,London
1943-12-01,,Berlin
1943-12-01,7.034,Madrid
1943-12-01,-8.716,Moscow
1943-12-01,6.401,Istanbul
1943-12-01,17.451,Cairo
1943-12-01,24.617,Mumbai
1943-12-01,-0.205,Beijing
1943-12-01,5.935,Tokyo
1943-12-01,2.252,New York
1943-12-01,-2.154,Chicago
1943-12-01,13.492,Los Angeles
1943-12-01,25.126,Sydney
1943-12-01,22.939,Buenos Aires
1943-12-01,25.307,Lagos
1943-12-01,16.618,Nairobi
1943-12-01,26.486,Bangkok
1943-12-01,-3.678,Toronto
1944-01-01,7.306,Rome
1944-01-01,3.497,Paris
1944-01-01,3.858,London
1944-01-01,0.719,Berlin
1944-01-01,6.68,Madrid
1944-01-01,-10.513,Moscow
1944-01-01,5.956,Istanbul
1944-01-01,14.964,Cairo
1944-01-01,23.862,Mumbai
1944-01-01,-1.748,Beijing
1944-01-01,6.529,Tokyo
1944-01-01,1.501,New York
1944-01-01,-4.201,Chicago
1944-01-01,12.655,Los Angeles
1944-01-01,25.053,Sydney
1944-01-01,25.6,Buenos Aires
1944-01-01,,Lagos
1944-01-01,16.736,Nairobi
1944-01-01,25.021,Bangkok
1944-01-01,-6.779,Toronto
1944-02-01,9.284,Rome
1944-02-01,5.312,Paris
1944-02-01,4.764,London
1944-02-01,2.063,Berlin
1944-02-01,6.168,Madrid
1944-02-01,-9.353,Moscow
1944-02-01,6.054,Istanbul
1944-02-01,15.615,Cairo
1944-02-01,24.873,Mumbai
1944-02-01,-0.104,Beijing
1944-02-01,5.573,Tokyo
1944-02-01,3.949,New York
1944-02-01,-1.941,Chicago
1944-02-01,13.661,Los Angeles
1944-02-01,24.599,Sydney
1944-02-01,24.282,Buenos Aires
1944-02-01,26.323,Lagos
1944-02-01,16.047,Nairobi
1944-02-01,26.229,Bangkok
1944-02-01,-3.512,Toronto
1944-03-01,10.904,Rome
1944-03-01,6.972,Paris
1944-03-01,6.79,London
1944-03-01,5.36,Berlin
1944-03-01,10.886,Madrid
1944-03-01,-2.615,Moscow
1944-03-01,9.675,Istanbul
1944-03-01,19.065,Cairo
1944-03-01,25.182,Mumbai
1944-03-01,5.032,Beijing
1944-03-01,9.06,Tokyo
1944-03-01,8.272,New York
1944-03-01,3.081,Chicago
1944-03-01,15.293,Los Angeles
1944-03-01,22.753,Sydney
1944-03-01,21.824,Buenos Aires
1944-03-01,26.676,Lagos
1944-03-01,18.871,Nairobi
1944-03-01,25.46,Bangkok
1944-03-01,1.379,Toronto
1944-04-01,16.051,Rome
1944-04-01,10.684,Paris
1944-04-01,10.423,London
1944-04-01,11.732,Berlin
1944-04-01,14.647,Madrid
1944-04-01,3.602,Moscow
1944-04-01,14.265,Istanbul
1944-04-01,23.889,Cairo
1944-04-01,28.585,Mumbai
1944-04-01,11.15,Beijing
1944-04-01,15.232,Tokyo
1944-04-01,13.179,New York
1944-04-01,10.934,Chicago
1944-04-01,16.917,Los Angeles
1944-04-01,17.661,Sydney
1944-04-01,18.514,Buenos Aires
1944-04-01,27.492,Lagos
1944-04-01,19.96,Nairobi
1944-04-01,29.417,Bangkok
1944-04-01,8.772,Toronto
1944-05-01,21.017,Rome
1944-05-01,17.51,Paris
1944-05-01,14.774,London
1944-05-01,15.055,Berlin
1944-05-01,19.103,Madrid
1944-05-01,11.487,Moscow
1944-05-01,19.12,Istanbul
1944-05-01,27.044,Cairo
1944-05-01,29.378,Mumbai
1944-05-01,18.984,Beijing
1944-05-01,21.692,Tokyo
1944-05-01,20.427,New York
1944-05-01,17.923,Chicago
1944-05-01,,Los Angeles
1944-05-01,14.694,Sydney
1944-05-01,13.324,Buenos Aires
1944-05-01,27.904,Lagos
1944-05-01,21.083,Nairobi
1944-05-01,30.847,Bangkok
1944-05-01,15.575,Toronto
1944-06-01,23.386,Rome
1944-06-01,18.601,Paris
1944-06-01,18.442,London
1944-06-01,18.831,Berlin
1944-06-01,22.509,Madrid
1944-06-01,18.168,Moscow
1944-06-01,21.075,Istanbul
1944-06-01,28.39,Cairo
1944-06-01,,Mumbai
1944-06-01,26.544,Beijing
1944-06-01,24.778,Tokyo
1944-06-01,22.044,New York
1944-06-01,22.064,Chicago
1944-06-01,22.396,Los Angeles
1944-06-01,11.261,Sydney
1944-06-01,12.397,Buenos Aires
1944-06-01,29.614,Lagos
1944-06-01,20.425,Nairobi
1944-06-01,32.909,Bangkok
1944-06-01,20.941,Toronto
1944-07-01,25.061,Rome
1944-07-01,19.337,Paris
1944-07-01,17.041,London
1944-07-01,18.8,Berlin
1944-07-01,23.032,Madrid
1944-07-01,19.464,Moscow
1944-07-01,23.068,Istanbul
1944-07-01,28.659,Cairo
1944-07-01,31.253,Mumbai
1944-07-01,26.754,Beijing
1944-07-01,28.912,Tokyo
1944-07-01,,New York
1944-07-01,25.488,Chicago
1944-07-01,23.052,Los Angeles
1944-07-01,8.585,Sydney
1944-07-01,9.91,Buenos Aires
1944-07-01,28.728,Lagos
1944-07-01,21.712,Nairobi
1944-07-01,30.671,Bangkok
1944-07-01,22.982,Toronto
1944-08-01,24.82,Rome
1944-08-01,19.417,Paris
1944-08-01,17.385,London
1944-08-01,17.551,Berlin
1944-08-01,23.762,Madrid
1944-08-01,17.671,Moscow
1944-08-01,20.945,Istanbul
1944-08-01,28.063,Cairo
1944-08-01,30.863,Mumbai
1944-08-01,25.579,Beijing
1944-08-01,26.129,Tokyo
1944-08-01,23.938,New York
1944-08-01,21.98,Chicago
1944-08-01,21.25,Los Angeles
1944-08-01,10.675,Sydney
1944-08-01,10.907,Buenos Aires
1944-08-01,29.344,Lagos
1944-08-01,21.526,Nairobi
1944-08-01,31.84,Bangkok
1944-08-01,21.997,Toronto
1944-09-01,19.625,Rome
1944-09-01,13.946,Paris
1944-09-01,15.467,London
1944-09-01,,Berlin
1944-09-01,19.738,Madrid
1944-09-01,11.765,Moscow
1944-09-01,16.947,Istanbul
1944-09-01,26.14,Cairo
1944-09-01,27.622,Mumbai
1944-09-01,19.531,Beijing
1944-09-01,20.633,Tokyo
1944-09-01,19.817,New York
1944-09-01,17.184,Chicago
1944-09-01,21.023,Los Angeles
1944-09-01,14.71,Sydney
1944-09-01,13.622,Buenos Aires
1944-09-01,28.342,Lagos
1944-09-01,18.381,Nairobi
1944-09-01,30.686,Bangkok
1944-09-01,16.204,Toronto
1944-10-01,16.558,Rome
1944-10-01,13.85,Paris
1944-10-01,11.314,London
1944-10-01,9.416,Berlin
1944-10-01,15.58,Madrid
1944-10-01,5.539,Moscow
1944-10-01,13.949,Istanbul
1944-10-01,22.62,Cairo
1944-10-01,27.838,Mumbai
1944-10-01,12.291,Beijing
1944-10-01,15.293,Tokyo
1944-10-01,11.7,New York
1944-10-01,11.032,Chicago
1944-10-01,17.873,Los Angeles
1944-10-01,17.544,Sydney
1944-10-01,18.75,Buenos Aires
1944-10-01,27.613,Lagos
1944-10-01,19.169,Nairobi
1944-10-01,28.115,Bangkok
1944-10-01,,Toronto
1944-11-01,11.264,Rome
1944-11-01,7.122,Paris
1944-11-01,8.667,London
1944-11-01,4.969,Berlin
1944-11-01,11.089,Madrid
1944-11-01,-4.256,Moscow
1944-11-01,11.023,Istanbul
1944-11-01,19.737,Cairo
1944-11-01,25.467,Mumbai
1944-11-01,6.019,Beijing
1944-11-01,9.048,Tokyo
1944-11-01,8.062,New York
1944-11-01,4.196,Chicago
1944-11-01,15.926,Los Angeles
1944-11-01,21.462,Sydney
1944-11-01,20.753,Buenos Aires
1944-11-01,,Lagos
1944-11-01,18.236,Nairobi
1944-11-01,26.889,Bangkok
1944-11-01,1.968,Toronto
1944-12-01,8.87,Rome
1944-12-01,3.244,Paris
1944-12-01,3.276,London
1944-12-01,2.104,Berlin
1944-12-01,6.294,Madrid
1944-12-01,-7.86,Moscow
1944-12-01,5.858,Istanbul
1944-12-01,16.216,Cairo
1944-12-01,24.93,Mumbai
1944-12-01,-0.864,Beijing
1944-12-01,5.977,Tokyo
1944-12-01,2.385,New York
1944-12-01,-0.599,Chicago
1944-12-01,13.659,Los Angeles
1944-12-01,24.083,Sydney
1944-12-01,22.471,Buenos Aires
1944-12-01,24.102,Lagos
1944-12-01,17.119,Nairobi
1944-12-01,27.993,Bangkok
1944-12-01,-3.424,Toronto
1945-01-01,5.298,Rome
1945-01-01,2.282,Paris
1945-01-01,3.32,London
1945-01-01,-0.505,Berlin
1945-01-01,6.496,Madrid
1945-01-01,-10.247,Moscow
1945-01-01,4.582,Istanbul
1945-01-01,15.589,Cairo
1945-01-01,24.749,Mumbai
1945-01-01,-0.869,Beijing
1945-01-01,5.338,Tokyo
1945-01-01,1.899,New York
1945-01-01,-3.646,Chicago
1945-01-01,13.104,Los Angeles
1945-01-01,25.147,Sydney
1945-01-01,26.48,Buenos Aires
1945-01-01,25.44,Lagos
1945-01-01,18.883,Nairobi
1945-01-01,24.388,Bangkok
1945-01-01,-6.711,Toronto
1945-02-01,,Rome
1945-02-01,4.061,Paris
1945-02-01,5.11,London
1945-02-01,2.118,Berlin
1945-02-01,,Madrid
1945-02-01,-9.069,Moscow
1945-02-01,7.044,Istanbul
1945-02-01,16.284,Cairo
1945-02-01,26.161,Mumbai
1945-02-01,0.209,Beijing
1945-02-01,6.213,Tokyo
1945-02-01,2.176,New York
1945-02-01,-2.881,Chicago
1945-02-01,13.459,Los Angeles
1945-02-01,23.444,Sydney
1945-02-01,23.101,Buenos Aires
1945-02-01,23.515,Lagos
1945-02-01,16.991,Nairobi
1945-02-01,27.303,Bangkok
1945-02-01,-5.036,Toronto
1945-03-01,11.703,Rome
1945-03-01,7.039,Paris
1945-03-01,7.947,London
1945-03-01,3.111,Berlin
1945-03-01,,Madrid
1945-03-01,-3.562,Moscow
1945-03-01,9.395,Istanbul
1945-03-01,18.09,Cairo
1945-03-01,26.984,Mumbai
1945-03-01,5.105,Beijing
1945-03-01,9.828,Tokyo
1945-03-01,8.011,New York
1945-03-01,2.601,Chicago
1945-03-01,15.594,Los Angeles
1945-03-01,21.356,Sydney
1945-03-01,21.295,Buenos Aires
1945-03-01,25.624,Lagos
1945-03-01,18.643,Nairobi
1945-03-01,27.274,Bangkok
1945-03-01,0.25,Toronto
1945-04-01,16.613,Rome
1945-04-01,10.831,Paris
1945-04-01,10.43,London
1945-04-01,9.454,Berlin
1945-04-01,16.27,Madrid
1945-04-01,5.167,Moscow
1945-04-01,13.586,Istanbul
1945-04-01,23.58,Cairo
1945-04-01,26.961,Mumbai
1945-04-01,13.103,Beijing
1945-04-01,16.36,Tokyo
1945-04-01,12.494,New York
1945-04-01,10.69,Chicago
1945-04-01,18.747,Los Angeles
1945-04-01,18.794,Sydney
1945-04-01,17.326,Buenos Aires
1945-04-01,27.474,Lagos
1945-04-01,19.257,Nairobi
1945-04-01,26.896,Bangkok
1945-04-01,,Toronto
1945-05-01,22.07,Rome
1945-05-01,16.554,Paris
1945-05-01,15.836,London
1945-05-01,13.675,Berlin
1945-05-01,19.416,Madrid
1945-05-01,11.431,Moscow
1945-05-01,17.121,Istanbul
1945-05-01,24.873,Cairo
1945-05-01,29.872,Mumbai
1945-05-01,18.774,Beijing
1945-05-01,21.583,Tokyo
1945-05-01,20.625,New York
1945-05-01,17.465,Chicago
1945-05-01,20.483,Los Angeles
1945-05-01,14.456,Sydney
1945-05-01,15.315,Buenos Aires
1945-05-01,27.779,Lagos
1945-05-01,20.682,Nairobi
1945-05-01,30.957,Bangkok
1945-05-01,15.885,Toronto
1945-06-01,24.496,Rome
1945-06-01,18.35,Paris
1945-06-01,17.829,London
1945-06-01,18.661,Berlin
1945-06-01,22.19,Madrid
1945-06-01,17.708,Moscow
1945-06-01,21.435,Istanbul
1945-06-01,28.125,Cairo
1945-06-01,29.392,Mumbai
1945-06-01,24.78,Beijing
1945-06-01,23.764,Tokyo
1945-06-01,22.843,New York
1945-06-01,23.297,Chicago
1945-06-01,21.784,Los Angeles
1945-06-01,10.835,Sydney
1945-06-01,12.051,Buenos Aires
1945-06-01,28.135,Lagos
1945-06-01,22.502,Nairobi
1945-06-01,31.165,Bangkok
1945-06-01,19.908,Toronto
1945-07-01,25.829,Rome
1945-07-01,,Paris
1945-07-01,17.768,London
1945-07-01,19.469,Berlin
1945-07-01,25.687,Madrid
1945-07-01,19.392,Moscow
1945-07-01,21.828,Istanbul
1945-07-01,30.518,Cairo
1945-07-01,30.987,Mumbai
1945-07-01,27.666,Beijing
1945-07-01,26.411,Tokyo
1945-07-01,26.465,New York
1945-07-01,25.026,Chicago
1945-07-01,22.859,Los Angeles
1945-07-01,11.159,Sydney
1945-07-01,9.006,Buenos Aires
1945-07-01,29.31,Lagos
1945-07-01,22.382,Nairobi
1945-07-01,31.834,Bangkok
1945-07-01,21.961,Toronto
1945-08-01,24.418,Rome
1945-08-01,19.181,Paris
1945-08-01,17.591,London
1945-08-01,17.306,Berlin
1945-08-01,24.075,Madrid
1945-08-01,16.593,Moscow
1945-08-01,21.932,Istanbul
1945-08-01,28.259,Cairo
1945-08-01,30.468,Mumbai
1945-08-01,24.43,Beijing
1945-08-01,,Tokyo
1945-08-01,23.865,New York
1945-08-01,23.831,Chicago
1945-08-01,23.669,Los Angeles
1945-08-01,11.247,Sydney
1945-08-01,11.43,Buenos Aires
1945-08-01,29.786,Lagos
1945-08-01,20.083,Nairobi
1945-08-01,30.599,Bangkok
1945-08-01,,Toronto
1945-09-01,20.757,Rome
1945-09-01,15.677,Paris
1945-09-01,16.187,London
1945-09-01,14.557,Berlin
1945-09-01,19.129,Madrid
1945-09-01,12.866,Moscow
1945-09-01,18.808,Istanbul
1945-09-01,24.949,Cairo
1945-09-01,28.855,Mumbai
1945-09-01,18.963,Beijing
1945-09-01,21.789,Tokyo
1945-09-01,18.655,New York
1945-09-01,16.923,Chicago
1945-09-01,20.821,Los Angeles
1945-09-01,14.21,Sydney
1945-09-01,14.675,Buenos Aires
1945-09-01,28.803,Lagos
1945-09-01,20.304,Nairobi
1945-09-01,29.746,Bangkok
1945-09-01,14.74,Toronto
1945-10-01,15.401,Rome
1945-10-01,11.984,Paris
1945-10-01,11.348,London
1945-10-01,10.542,Berlin
1945-10-01,14.99,Madrid
1945-10-01,6.32,Moscow
1945-10-01,12.833,Istanbul
1945-10-01,23.084,Cairo
1945-10-01,28.149,Mumbai
1945-10-01,12.047,Beijing
1945-10-01,14.688,Tokyo
1945-10-01,13.14,New York
1945-10-01,11.378,Chicago
1945-10-01,17.645,Los Angeles
1945-10-01,18.452,Sydney
1945-10-01,16.824,Buenos Aires
1945-10-01,25.9,Lagos
1945-10-01,,Nairobi
1945-10-01,28.468,Bangkok
1945-10-01,8.678,Toronto
1945-11-01,10.836,Rome
1945-11-01,7.243,Paris
1945-11-01,6.09,London
1945-11-01,4.333,Berlin
1945-11-01,9.515,Madrid
1945-11-01,-2.686,Moscow
1945-11-01,8.66,Istanbul
1945-11-01,18.091,Cairo
1945-11-01,25.346,Mumbai
1945-11-01,6.686,Beijing
1945-11-01,10.863,Tokyo
1945-11-01,7.607,New York
1945-11-01,4.836,Chicago
1945-11-01,16.153,Los Angeles
1945-11-01,20.694,Sydney
1945-11-01,21.288,Buenos Aires
1945-11-01,25.894,Lagos
1945-11-01,19.634,Nairobi
1945-11-01,28.011,Bangkok
1945-11-01,1.427,Toronto
1945-12-01,7.568,Rome
1945-12-01,3.823,Paris
1945-12-01,4.923,London
1945-12-01,1.66,Berlin
1945-12-01,7.59,Madrid
1945-12-01,-7.796,Moscow
1945-12-01,5.702,Istanbul
1945-12-01,14.321,Cairo
1945-12-01,25.874,Mumbai
1945-12-01,0.753,Beijing
1945-12-01,6.256,Tokyo
1945-12-01,2.57,New York
1945-12-01,-2.58,Chicago
1945-12-01,15.242,Los Angeles
1945-12-01,24.782,Sydney
1945-12-01,23.242,Buenos Aires
1945-12-01,24.579,Lagos
1945-12-01,16.793,Nairobi
1945-12-01,26.794,Bangkok
1945-12-01,-3.352,Toronto
1946-01-01,6.161,Rome
1946-01-01,2.597,Paris
1946-01-01,3.981,London
1946-01-01,-0.09,Berlin
1946-01-01,6.217,Madrid
1946-01-01,-10.674,Moscow
1946-01-01,5.78,Istanbul
1946-01-01,15.103,Cairo
1946-01-01,22.678,Mumbai
1946-01-01,-2.432,Beijing
1946-01-01,4.412,Tokyo
1946-01-01,1.762,New York
1946-01-01,-3.054,Chicago
1946-01-01,12.985,Los Angeles
1946-01-01,24.872,Sydney
